USER         PID %CPU %MEM    VSZ   RSS TTY      STAT START   TIME COMMAND
root           1  0.8  0.0  22232 13332 ?        Ss   22:45   0:01 /sbin/init
root        1101  0.0  0.0      0     0 ?        I<   22:45   0:00 [kworker/u69:5-ttm]
root        1102  0.0  0.0      0     0 ?        I<   22:45   0:00 [kworker/u69:6-ttm]
root        1103  0.0  0.0      0     0 ?        I<   22:45   0:00 [kworker/u69:7]
rx          1109  0.6  0.0  11464  9480 pts/0    Ss   22:45   0:00 /usr/bin/zsh
root        1113  0.2  0.4 2777684 67240 ?       Ssl  22:45   0:00 /usr/bin/dockerd -H fd:// --containerd=/run/containerd/containerd.sock
rx          1140  0.0  0.0 248808  7204 ?        Sl   22:45   0:00 /usr/lib/pulse/gsettings-helper
root        1160  0.0  0.0      0     0 ?        S<   22:45   0:00 [krfcommd]
root        1165  0.0  0.0      0     0 ?        I    22:45   0:00 [kworker/u65:5]
root        1166  0.0  0.0      0     0 ?        I    22:45   0:00 [kworker/u65:6-events_unbound]
root        1167  0.0  0.0      0     0 ?        I<   22:45   0:00 [kworker/u68:1-ttm]
root        1172  0.1  0.0      0     0 ?        I    22:45   0:00 [kworker/u64:3-gfx]
root        1213  0.0  0.0      0     0 ?        D    22:45   0:00 [kworker/u66:4+events_unbound]
root        1214  0.0  0.0      0     0 ?        I    22:45   0:00 [kworker/u66:5]
root        1453  0.0  0.0 1233544 12228 ?       Sl   22:45   0:00 /usr/bin/containerd-shim-runc-v2 -namespace moby -id 130e76fbaa3a52a951ecb9deb9b251bad38e59a127f9ed1944b4589758b999fe -address /run/containerd/containerd.sock
root        1476  9.9  4.8 3619600 728356 ?      Ssl  22:45   0:12 /usr/local/bin/python /usr/local/bin/uvicorn open_webui.main:app --host 0.0.0.0 --port 8080 --forwarded-allow-ips *
root        1498  0.0  0.0      0     0 ?        I<   22:45   0:00 [kworker/u68:2-ttm]
root        1499  0.0  0.0      0     0 ?        I<   22:45   0:00 [kworker/u68:3-ttm]
root        1500  0.0  0.0      0     0 ?        I<   22:45   0:00 [kworker/u68:4-ttm]
root        1501  0.0  0.0      0     0 ?        I<   22:45   0:00 [kworker/u68:5]
root        1568  0.0  0.0   9584  4848 ?        Ss   22:45   0:00 login -- rx
rx          1606  0.1  0.0  11360  9284 tty3     Ss   22:45   0:00 -zsh
rx          1681  0.4  0.5 2491348 85608 tty3    Sl+  22:45   0:00 ollama serve
rx          2036  0.0  0.0   7596  5320 pts/0    S+   22:47   0:00 /bin/bash /home/rx/Cocina/scripts/funciones_bashrc/haz muestra los procesos en el sistema
rx          2043  438 69.1 13005720 10475944 tty3 Sl+ 22:47   1:41 /usr/local/bin/ollama runner --model /home/rx/ollama_models/ollama_models/blobs/sha256-2049f5674b1e92b4464e5729975c9689fcfbf0b0e4443ccf10b5339f370f9a54 --ctx-size 8192 --batch-size 512 --threads 8 --no-mmap --parallel 4 --port 35317
rx          2077  3.1  0.6 1459908 97820 ?       Ssl  22:47   0:00 alacritty
rx          2107  2.2  0.0  11364  9128 pts/1    Ss   22:47   0:00 /usr/bin/zsh
rx          2191  3.8  0.0   8388  6396 pts/1    S+   22:47   0:00 htop
rx          2215  0.0  0.0   7596  4016 pts/0    S+   22:47   0:00 /bin/bash /home/rx/Cocina/scripts/funciones_bashrc/haz muestra los procesos en el sistema
rx          2216  0.0  0.0   5792  3848 pts/0    S+   22:47   0:00 tee salida.log
rx          2217  100  0.0   9848  6328 pts/0    R+   22:47   0:00 ps aux
